t(s) V(mV)
0 13,5698
214,893 8,5698
215,893 8,5535
216,893 8,537
217,892 8,5235
218,893 8,5067
219,892 8,4901
220,893 8,4715
221,892 8,4597
222,893 8,4408
223,892 8,425
224,893 8,409
225,892 8,3909
226,898 8,3727
227,892 8,3589
228,892 8,3446
229,893 8,3305
230,892 8,3143
231,893 8,2975
232,892 8,2795
233,893 8,2638
234,893 8,2487
235,892 8,2323
236,893 8,2172
237,892 8,2005
238,892 8,1828
239,893 8,1676
240,892 8,1546
241,894 8,1396
242,892 8,1234
243,892 8,1062
244,892 8,0913
245,892 8,077
246,893 8,0604
247,893 8,0461
248,892 8,0301
249,892 8,0175
250,892 8,0015
251,893 7,9875
252,892 7,9711
253,892 7,9559
254,893 7,9428
255,892 7,9266
256,893 7,9123
257,892 7,8972
258,892 7,8842
259,893 7,868
260,892 7,8505
261,893 7,8378
262,892 7,8235
263,893 7,8088
264,892 7,7934
265,892 7,7803
266,893 7,7658
267,892 7,7498
268,898 7,7306
269,893 7,7168
270,892 7,7022
271,893 7,6874
272,892 7,6747
273,892 7,6596
274,892 7,6444
275,892 7,6322
276,893 7,6184
277,892 7,604
278,893 7,5888
279,893 7,5748
280,897 7,5611
281,892 7,5469
282,893 7,5323
283,892 7,5173
284,893 7,5044
285,893 7,49
286,897 7,4756
287,893 7,4613
288,892 7,4481
289,892 7,434
290,893 7,4207
291,893 7,4069
292,893 7,392
293,892 7,3799
294,892 7,3679
295,892 7,3526
296,892 7,3419
297,892 7,3263
298,893 7,3129
299,893 7,2999
300,892 7,2888
301,892 7,2754
302,892 7,2617
303,892 7,2478
304,893 7,2369
305,892 7,2218
306,893 7,2089
307,892 7,1964
308,893 7,1829
309,892 7,1675
310,893 7,1536
311,892 7,14
312,893 7,1276
313,892 7,1141
314,892 7,1025
315,893 7,0892
316,892 7,0751
317,892 7,0618
318,893 7,0491
319,893 7,0362
